Target_genes	DNMT1|Average	SRX3148637|HBEC3-KT	SRX3148642|HBEC3-KT	SRX3148647|HBEC3-KT	SRX3148652|HBEC3-KT	SRX10478478|Hep_G2	SRX10478479|Hep_G2	SRX2424698|K-562	SRX2424699|K-562	SRX156110|NCCIT	SRX156118|NCCIT	SRX1021632|PC-3	SRX1021633|PC-3	STRING
BIRC5	21.166667	0	0	0	0	149	105	0	0	0	0	0	0	0
ZSWIM5	21.083333	0	0	0	0	92	161	0	0	0	0	0	0	0
URGCP	21.083333	0	0	0	0	133	120	0	0	0	0	0	0	0
UNC50	21.083333	0	0	0	0	110	143	0	0	0	0	0	0	0
UBE2D4	21.083333	0	0	0	0	133	120	0	0	0	0	0	0	0
TPX2	21.083333	0	0	0	0	96	157	0	0	0	0	0	0	0
THOC1	21.083333	0	0	0	0	171	82	0	0	0	0	0	0	0
SEPSECS	21.083333	0	0	0	0	94	159	0	0	0	0	0	0	0
RNF14	21.083333	0	0	0	0	96	157	0	0	0	0	0	0	0
PMPCB	21.083333	0	0	0	0	120	133	0	0	0	0	0	0	0
PBLD	21.083333	0	0	0	0	123	130	0	0	0	0	0	0	0
MVK	21.083333	0	0	0	0	113	140	0	0	0	0	0	0	0
MLNR	21.083333	0	0	0	0	146	107	0	0	0	0	0	0	0
HNRNPH3	21.083333	0	0	0	0	123	130	0	0	0	0	0	0	0
HNRNPA1L2	21.083333	0	0	0	0	106	147	0	0	0	0	0	0	0
DNAJA2	21.083333	0	0	0	0	111	142	0	0	0	0	0	0	0
DIP2B	21.083333	0	0	0	0	123	130	0	0	0	0	0	0	0
COA5	21.083333	0	0	0	0	110	143	0	0	0	0	0	0	0
APMAP	21.083333	0	0	0	0	138	115	0	0	0	0	0	0	0
ZC3H15	21.000000	0	0	0	0	143	109	0	0	0	0	0	0	0
TOB1	21.000000	0	0	0	0	140	112	0	0	0	0	0	0	0
SUPT7L	21.000000	0	0	0	0	104	148	0	0	0	0	0	0	0
STK16	21.000000	0	0	0	0	114	138	0	0	0	0	0	0	0
SNAPC5	21.000000	0	0	0	0	149	103	0	0	0	0	0	0	0
SLC4A1AP	21.000000	0	0	0	0	104	148	0	0	0	0	0	0	0
ROPN1L	21.000000	0	0	0	0	145	107	0	0	0	0	0	0	0
RERG	21.000000	0	0	0	0	156	96	0	0	0	0	0	0	0
PGM2	21.000000	0	0	0	0	99	153	0	0	0	0	0	0	0
PANK2	21.000000	0	0	0	0	136	116	0	0	0	0	0	0	0
LEMD2	21.000000	0	0	0	0	125	127	0	0	0	0	0	0	0
GLB1L	21.000000	0	0	0	0	114	138	0	0	0	0	0	0	0
C16orf46	21.000000	0	0	0	0	128	124	0	0	0	0	0	0	0
C11orf49	21.000000	0	0	0	0	109	143	0	0	0	0	0	0	0
UCKL1	20.916667	0	0	0	0	114	137	0	0	0	0	0	0	0
TMEM70	20.916667	0	0	0	0	83	168	0	0	0	0	0	0	0
SRSF4	20.916667	0	0	0	0	139	112	0	0	0	0	0	0	0
RAB3C	20.916667	0	0	0	0	145	106	0	0	0	0	0	0	0
PYCR2	20.916667	0	0	0	0	99	152	0	0	0	0	0	0	0
PTRHD1	20.916667	0	0	0	0	157	94	0	0	0	0	0	0	0
NFKBIZ	20.916667	0	0	0	0	87	164	0	0	0	0	0	0	0
MIS18BP1	20.916667	0	0	0	0	84	167	0	0	0	0	0	0	0
LAPTM4A	20.916667	0	0	0	0	106	145	0	0	0	0	0	0	0
IDH3B	20.916667	0	0	0	0	134	117	0	0	0	0	0	0	0
GRAMD1C	20.916667	0	0	0	0	0	251	0	0	0	0	0	0	0
DNAJC24	20.916667	0	0	0	0	145	106	0	0	0	0	0	0	0
DCDC1	20.916667	0	0	0	0	145	106	0	0	0	0	0	0	0
CRH	20.916667	0	0	0	0	106	145	0	0	0	0	0	0	0
CEP63	20.916667	0	0	0	0	128	123	0	0	0	0	0	0	0
CEP135	20.916667	0	0	0	0	127	124	0	0	0	0	0	0	0
CENPO	20.916667	0	0	0	0	157	94	0	0	0	0	0	0	0
ANAPC13	20.916667	0	0	0	0	128	123	0	0	0	0	0	0	0
AFF1	20.916667	0	0	0	0	104	147	0	0	0	0	0	0	0
WASHC5	20.833333	0	0	0	0	115	135	0	0	0	0	0	0	0
USP36	20.833333	0	0	0	0	128	122	0	0	0	0	0	0	0
THAP6	20.833333	0	0	0	0	124	126	0	0	0	0	0	0	0
SUMF1	20.833333	0	0	0	0	94	156	0	0	0	0	0	0	0
SRD5A3	20.833333	0	0	0	0	104	146	0	0	0	0	0	0	0
SLC25A26	20.833333	0	0	0	0	140	110	0	0	0	0	0	0	0
SLC25A19	20.833333	0	0	0	0	119	131	0	0	0	0	0	0	0
PEBP1	20.833333	0	0	0	0	95	155	0	0	0	0	0	0	0
NSMCE2	20.833333	0	0	0	0	115	135	0	0	0	0	0	0	0
GOSR1	20.833333	0	0	0	0	104	146	0	0	0	0	0	0	0
DHODH	20.833333	0	0	0	0	110	140	0	0	0	0	0	0	0
TBK1	20.750000	0	0	0	0	135	114	0	0	0	0	0	0	0
SMIM31	20.750000	0	0	0	0	0	0	0	0	0	0	249	0	0
OSGEPL1	20.750000	0	0	0	0	129	120	0	0	0	0	0	0	0
NECAP2	20.750000	0	0	0	0	115	134	0	0	0	0	0	0	0
MYNN	20.750000	0	0	0	0	75	107	0	67	0	0	0	0	0
MTHFD2	20.750000	0	0	0	0	146	103	0	0	0	0	0	0	0
FAM47E-STBD1	20.750000	0	0	0	0	125	124	0	0	0	0	0	0	0
FAM47E	20.750000	0	0	0	0	125	124	0	0	0	0	0	0	0
ETAA1	20.750000	0	0	0	0	103	146	0	0	0	0	0	0	0
EMC9	20.750000	0	0	0	0	103	146	0	0	0	0	0	0	0
ZNF497	20.666667	0	0	0	0	123	125	0	0	0	0	0	0	0
UBOX5	20.666667	0	0	0	0	79	169	0	0	0	0	0	0	0
SHQ1	20.666667	0	0	0	0	103	145	0	0	0	0	0	0	0
SCOC	20.666667	0	0	0	0	110	138	0	0	0	0	0	0	0
RGL2	20.666667	0	0	0	0	0	0	156	92	0	0	0	0	0
RABGEF1	20.666667	0	0	0	0	99	149	0	0	0	0	0	0	0
PRKN	20.666667	0	0	0	0	105	143	0	0	0	0	0	0	0
POMT1	20.666667	0	0	0	0	131	117	0	0	0	0	0	0	0
PACRG	20.666667	0	0	0	0	105	143	0	0	0	0	0	0	0
NOCT	20.666667	0	0	0	0	148	100	0	0	0	0	0	0	0
MET	20.666667	0	0	0	0	144	104	0	0	0	0	0	0	0
HAUS4	20.666667	0	0	0	0	79	169	0	0	0	0	0	0	0
FASTKD5	20.666667	0	0	0	0	79	169	0	0	0	0	0	0	0
DNAJC27	20.666667	0	0	0	0	130	118	0	0	0	0	0	0	0
CCNI	20.666667	0	0	0	0	0	82	166	0	0	0	0	0	0
ZNF286A	20.583333	0	0	0	0	94	153	0	0	0	0	0	0	0
TGOLN2	20.583333	0	0	0	0	97	150	0	0	0	0	0	0	0
SRPK1	20.583333	0	0	0	0	109	138	0	0	0	0	0	0	0
RAD54B	20.583333	0	0	0	0	156	91	0	0	0	0	0	0	0
PAFAH2	20.583333	0	0	0	0	96	151	0	0	0	0	0	0	0
ORC5	20.583333	0	0	0	0	98	149	0	0	0	0	0	0	0
NBN	20.583333	0	0	0	0	87	160	0	0	0	0	0	0	0
MFN1	20.583333	0	0	0	0	99	148	0	0	0	0	0	0	0
GFPT1	20.583333	0	0	0	0	126	121	0	0	0	0	0	0	0
EPB41L4B	20.583333	0	0	0	0	150	97	0	0	0	0	0	0	0
DTD1	20.583333	0	0	0	0	150	97	0	0	0	0	0	0	0
CDC14B	20.583333	0	0	0	0	102	145	0	0	0	0	0	0	0
C15orf40	20.583333	0	0	0	0	93	154	0	0	0	0	0	0	0
ANTKMT	20.583333	0	0	0	0	100	147	0	0	0	0	0	0	0
AFF4	20.583333	0	0	0	0	73	174	0	0	0	0	0	0	0
ZSCAN25	20.500000	0	0	0	0	142	104	0	0	0	0	0	0	0
ZCCHC9	20.500000	0	0	0	0	97	149	0	0	0	0	0	0	0
SUPT20H	20.500000	0	0	0	0	99	147	0	0	0	0	0	0	0
SOWAHC	20.500000	0	0	0	0	130	116	0	0	0	0	0	0	0
SEPTIN10	20.500000	0	0	0	0	130	116	0	0	0	0	0	0	0
RPS20	20.500000	0	0	0	0	107	139	0	0	0	0	0	0	0
PTS	20.500000	0	0	0	0	72	174	0	0	0	0	0	0	0
PCBP2	20.500000	0	0	0	0	124	122	0	0	0	0	0	0	0
MARCHF5	20.500000	0	0	0	0	132	114	0	0	0	0	0	0	0
FN1	20.500000	0	0	0	0	101	145	0	0	0	0	0	0	0
CPEB3	20.500000	0	0	0	0	132	114	0	0	0	0	0	0	0
CEP85L	20.500000	0	0	0	0	140	106	0	0	0	0	0	0	0
CDS2	20.500000	0	0	0	0	110	136	0	0	0	0	0	0	0
CD2AP	20.500000	0	0	0	0	116	130	0	0	0	0	0	0	0
CCDC126	20.500000	0	0	0	0	131	115	0	0	0	0	0	0	0
BBS1	20.500000	0	0	0	0	107	139	0	0	0	0	0	0	0
API5	20.500000	0	0	0	0	94	152	0	0	0	0	0	0	0
ZBTB45	20.416667	0	0	0	0	165	80	0	0	0	0	0	0	0
TTC32	20.416667	0	0	0	0	102	143	0	0	0	0	0	0	0
TRPC4AP	20.416667	0	0	0	0	129	116	0	0	0	0	0	0	0
THBS4	20.416667	0	0	0	0	115	130	0	0	0	0	0	0	0
TENT4A	20.416667	0	0	0	0	124	121	0	0	0	0	0	0	0
PSTK	20.416667	0	0	0	0	107	138	0	0	0	0	0	0	0
PIGU	20.416667	0	0	0	0	125	120	0	0	0	0	0	0	0
MTX3	20.416667	0	0	0	0	115	130	0	0	0	0	0	0	0
HNRNPD	20.416667	0	0	0	0	83	162	0	0	0	0	0	0	0
GDI2	20.416667	0	0	0	0	103	142	0	0	0	0	0	0	0
FANCI	20.416667	0	0	0	0	121	124	0	0	0	0	0	0	0
ERRFI1	20.416667	0	0	0	0	0	245	0	0	0	0	0	0	0
DDX39B	20.416667	0	0	0	0	137	108	0	0	0	0	0	0	0
CALU	20.416667	0	0	0	0	74	171	0	0	0	0	0	0	0
ASAH1	20.416667	0	0	0	0	107	138	0	0	0	0	0	0	0
ARIH1	20.416667	0	0	0	0	122	123	0	0	0	0	0	0	0
ABHD12	20.416667	0	0	0	0	136	109	0	0	0	0	0	0	0
SSH1	20.333333	0	0	0	0	0	0	0	0	0	0	244	0	0
SCRN3	20.333333	0	0	0	0	94	150	0	0	0	0	0	0	0
PSMD9	20.333333	0	0	0	0	131	113	0	0	0	0	0	0	0
PPM1D	20.333333	0	0	0	0	138	106	0	0	0	0	0	0	0
MAPK14	20.333333	0	0	0	0	117	127	0	0	0	0	0	0	0
KIF23	20.333333	0	0	0	0	124	120	0	0	0	0	0	0	0
IMPDH2	20.333333	0	0	0	0	99	145	0	0	0	0	0	0	0
HPD	20.333333	0	0	0	0	131	113	0	0	0	0	0	0	0
HARS2	20.333333	0	0	0	0	80	164	0	0	0	0	0	0	0
HARS1	20.333333	0	0	0	0	80	164	0	0	0	0	0	0	0
CYP20A1	20.333333	0	0	0	0	88	156	0	0	0	0	0	0	0
CIR1	20.333333	0	0	0	0	94	150	0	0	0	0	0	0	0
ATF2	20.333333	0	0	0	0	126	118	0	0	0	0	0	0	0
TTI2	20.250000	0	0	0	0	173	70	0	0	0	0	0	0	0
TSEN54	20.250000	0	0	0	0	133	110	0	0	0	0	0	0	0
SERINC1	20.250000	0	0	0	0	137	106	0	0	0	0	0	0	0
RPP14	20.250000	0	0	0	0	115	128	0	0	0	0	0	0	0
POLR1H	20.250000	0	0	0	0	149	94	0	0	0	0	0	0	0
PKIB	20.250000	0	0	0	0	137	106	0	0	0	0	0	0	0
MTRES1	20.250000	0	0	0	0	109	134	0	0	0	0	0	0	0
MED4	20.250000	0	0	0	0	105	138	0	0	0	0	0	0	0
HTD2	20.250000	0	0	0	0	115	128	0	0	0	0	0	0	0
GDAP1L1	20.250000	0	0	0	0	0	243	0	0	0	0	0	0	0
FEM1B	20.250000	0	0	0	0	72	171	0	0	0	0	0	0	0
CASKIN2	20.250000	0	0	0	0	133	110	0	0	0	0	0	0	0
ACOX3	20.250000	0	0	0	0	111	132	0	0	0	0	0	0	0
ZNF2	20.166667	0	0	0	0	102	140	0	0	0	0	0	0	0
ZNF148	20.166667	0	0	0	0	138	104	0	0	0	0	0	0	0
TPM1	20.166667	0	0	0	0	122	120	0	0	0	0	0	0	0
TNFRSF19	20.166667	0	0	0	0	111	131	0	0	0	0	0	0	0
TMEM263	20.166667	0	0	0	0	112	130	0	0	0	0	0	0	0
STK38	20.166667	0	0	0	0	123	119	0	0	0	0	0	0	0
SDF2L1	20.166667	0	0	0	0	0	0	114	128	0	0	0	0	0
RHEB	20.166667	0	0	0	0	123	119	0	0	0	0	0	0	0
PGD	20.166667	0	0	0	0	136	106	0	0	0	0	0	0	0
PDP2	20.166667	0	0	0	0	124	118	0	0	0	0	0	0	0
HESX1	20.166667	0	0	0	0	91	151	0	0	0	0	0	0	0
DTX2	20.166667	0	0	0	0	120	122	0	0	0	0	0	0	0
CDC16	20.166667	0	0	0	0	104	138	0	0	0	0	0	0	0
C6orf136	20.166667	0	0	0	0	143	99	0	0	0	0	0	0	0
APPL1	20.166667	0	0	0	0	91	151	0	0	0	0	0	0	0
YTHDF1	20.083333	0	0	0	0	124	117	0	0	0	0	0	0	0
VPS37A	20.083333	0	0	0	0	107	134	0	0	0	0	0	0	0
STXBP4	20.083333	0	0	0	0	104	137	0	0	0	0	0	0	0
GOSR2	20.083333	0	0	0	0	127	114	0	0	0	0	0	0	0
CTR9	20.083333	0	0	0	0	108	133	0	0	0	0	0	0	0
COX11	20.083333	0	0	0	0	104	137	0	0	0	0	0	0	0
CNOT7	20.083333	0	0	0	0	107	134	0	0	0	0	0	0	0
CDC5L	20.083333	0	0	0	0	92	149	0	0	0	0	0	0	0
ATR	20.083333	0	0	0	0	144	97	0	0	0	0	0	0	0
APPBP2	20.083333	0	0	0	0	125	116	0	0	0	0	0	0	0
YARS1	20.000000	0	0	0	0	101	139	0	0	0	0	0	0	0
UFL1	20.000000	0	0	0	0	119	121	0	0	0	0	0	0	0
SPEF2	20.000000	0	0	0	0	125	115	0	0	0	0	0	0	0
SERPINB9	20.000000	0	0	0	0	125	115	0	0	0	0	0	0	0
S100PBP	20.000000	0	0	0	0	101	139	0	0	0	0	0	0	0
PITHD1	20.000000	0	0	0	0	159	0	81	0	0	0	0	0	0
OXR1	20.000000	0	0	0	0	115	125	0	0	0	0	0	0	0
NRG1	20.000000	0	0	0	0	107	133	0	0	0	0	0	0	0
MMAA	20.000000	0	0	0	0	136	104	0	0	0	0	0	0	0
GPR89B	20.000000	0	0	0	0	96	144	0	0	0	0	0	0	0
FXN	20.000000	0	0	0	0	127	113	0	0	0	0	0	0	0
FGD4	20.000000	0	0	0	0	140	100	0	0	0	0	0	0	0
DNMT3A	20.000000	0	0	0	0	150	90	0	0	0	0	0	0	0
DCTN1	20.000000	0	0	0	0	96	144	0	0	0	0	0	0	0
C1orf115	20.000000	0	0	0	0	88	152	0	0	0	0	0	0	0
ZNF25	19.916667	0	0	0	0	66	173	0	0	0	0	0	0	0
XPC	19.916667	0	0	0	0	134	105	0	0	0	0	0	0	0
VPS25	19.916667	0	0	0	0	123	116	0	0	0	0	0	0	0
TRPC1	19.916667	0	0	0	0	169	70	0	0	0	0	0	0	0
PALB2	19.916667	0	0	0	0	90	149	0	0	0	0	0	0	0
OSTM1	19.916667	0	0	0	0	83	156	0	0	0	0	0	0	0
NELFA	19.916667	0	0	0	0	123	116	0	0	0	0	0	0	0
LSM3	19.916667	0	0	0	0	134	105	0	0	0	0	0	0	0
HEY1	19.916667	0	0	0	0	144	95	0	0	0	0	0	0	0
DCTN5	19.916667	0	0	0	0	90	149	0	0	0	0	0	0	0
COA3	19.916667	0	0	0	0	136	103	0	0	0	0	0	0	0
CNTD1	19.916667	0	0	0	0	136	103	0	0	0	0	0	0	0
ARHGAP5	19.916667	0	0	0	0	93	146	0	0	0	0	0	0	0
UGP2	19.833333	0	0	0	0	156	82	0	0	0	0	0	0	0
TSFM	19.833333	0	0	0	0	83	155	0	0	0	0	0	0	0
TRPM7	19.833333	0	0	0	0	126	112	0	0	0	0	0	0	0
TPR	19.833333	0	0	0	0	129	109	0	0	0	0	0	0	0
TMC7	19.833333	0	0	0	0	124	114	0	0	0	0	0	0	0
SUMO1	19.833333	0	0	0	0	84	154	0	0	0	0	0	0	0
STT3B	19.833333	0	0	0	0	155	83	0	0	0	0	0	0	0
SDCBP	19.833333	0	0	0	0	150	88	0	0	0	0	0	0	0
PPP1R21	19.833333	0	0	0	0	120	118	0	0	0	0	0	0	0
POFUT1	19.833333	0	0	0	0	87	151	0	0	0	0	0	0	0
PLAGL2	19.833333	0	0	0	0	87	151	0	0	0	0	0	0	0
PDCD4	19.833333	0	0	0	0	158	80	0	0	0	0	0	0	0
ODR4	19.833333	0	0	0	0	129	109	0	0	0	0	0	0	0
M6PR	19.833333	0	0	0	0	101	137	0	0	0	0	0	0	0
KLRG1	19.833333	0	0	0	0	101	137	0	0	0	0	0	0	0
FAM124A	19.833333	0	0	0	0	141	97	0	0	0	0	0	0	0
CILK1	19.833333	0	0	0	0	138	100	0	0	0	0	0	0	0
CAVIN1	19.833333	0	0	0	0	112	126	0	0	0	0	0	0	0
BLOC1S6	19.833333	0	0	0	0	127	111	0	0	0	0	0	0	0
ARL2BP	19.833333	0	0	0	0	123	115	0	0	0	0	0	0	0
ZNF891	19.750000	0	0	0	0	84	153	0	0	0	0	0	0	0
ZNF367	19.750000	0	0	0	0	140	97	0	0	0	0	0	0	0
ZNF10	19.750000	0	0	0	0	84	153	0	0	0	0	0	0	0
SUV39H2	19.750000	0	0	0	0	88	149	0	0	0	0	0	0	0
RPL31	19.750000	0	0	0	0	94	143	0	0	0	0	0	0	0
RINT1	19.750000	0	0	0	0	108	129	0	0	0	0	0	0	0
KPTN	19.750000	0	0	0	0	151	86	0	0	0	0	0	0	0
CGRRF1	19.750000	0	0	0	0	92	145	0	0	0	0	0	0	0
CELF1	19.750000	0	0	0	0	123	114	0	0	0	0	0	0	0
ALG9	19.750000	0	0	0	0	87	150	0	0	0	0	0	0	0
AGBL3	19.750000	0	0	0	0	94	143	0	0	0	0	0	0	0
ZNF3	19.666667	0	0	0	0	95	141	0	0	0	0	0	0	0
USP4	19.666667	0	0	0	0	77	159	0	0	0	0	0	0	0
SPNS1	19.666667	0	0	0	0	121	115	0	0	0	0	0	0	0
SMPDL3A	19.666667	0	0	0	0	89	147	0	0	0	0	0	0	0
RPP21	19.666667	0	0	0	0	89	147	0	0	0	0	0	0	0
PRPF4	19.666667	0	0	0	0	82	154	0	0	0	0	0	0	0
KIF15	19.666667	0	0	0	0	120	116	0	0	0	0	0	0	0
KIAA1143	19.666667	0	0	0	0	120	116	0	0	0	0	0	0	0
IQGAP2	19.666667	0	0	0	0	119	117	0	0	0	0	0	0	0
HACE1	19.666667	0	0	0	0	76	160	0	0	0	0	0	0	0
CENPS-CORT	19.666667	0	0	0	0	111	125	0	0	0	0	0	0	0
CENPS	19.666667	0	0	0	0	111	125	0	0	0	0	0	0	0
CDC26	19.666667	0	0	0	0	82	154	0	0	0	0	0	0	0
ZNF232	19.583333	0	0	0	0	122	113	0	0	0	0	0	0	0
VWA8	19.583333	0	0	0	0	108	127	0	0	0	0	0	0	0
UBXN4	19.583333	0	0	0	0	105	130	0	0	0	0	0	0	0
TOLLIP	19.583333	0	0	0	0	75	160	0	0	0	0	0	0	0
TBX1	19.583333	0	0	0	0	0	0	166	69	0	0	0	0	0
NCOA6	19.583333	0	0	0	0	103	132	0	0	0	0	0	0	0
LRCH3	19.583333	0	0	0	0	101	134	0	0	0	0	0	0	0
HECW2	19.583333	0	0	0	0	154	81	0	0	0	0	0	0	0
ENO1	19.583333	0	0	0	0	122	113	0	0	0	0	0	0	0
ATG16L1	19.583333	0	0	0	0	111	124	0	0	0	0	0	0	0
ZNF501	19.500000	0	0	0	0	96	138	0	0	0	0	0	0	0
ZNF180	19.500000	0	0	0	0	96	138	0	0	0	0	0	0	0
TAF3	19.500000	0	0	0	0	78	156	0	0	0	0	0	0	0
SELENOI	19.500000	0	0	0	0	143	91	0	0	0	0	0	0	0
RRP1	19.500000	0	0	0	0	120	114	0	0	0	0	0	0	0
PDRG1	19.500000	0	0	0	0	97	137	0	0	0	0	0	0	0
NOC4L	19.500000	0	0	0	0	134	100	0	0	0	0	0	0	0
MRPL20	19.500000	0	0	0	0	0	0	0	0	0	0	234	0	0
HSPA2	19.500000	0	0	0	0	234	0	0	0	0	0	0	0	0
GDPD3	19.500000	0	0	0	0	123	111	0	0	0	0	0	0	0
DDX51	19.500000	0	0	0	0	134	100	0	0	0	0	0	0	0
CTNNBL1	19.500000	0	0	0	0	122	112	0	0	0	0	0	0	0
ADGRF3	19.500000	0	0	0	0	143	91	0	0	0	0	0	0	0
ZNF331	19.416667	0	0	0	0	108	125	0	0	0	0	0	0	0
SPCS3	19.416667	0	0	0	0	107	126	0	0	0	0	0	0	0
SMIM10L1	19.416667	0	0	0	0	102	131	0	0	0	0	0	0	0
SCCPDH	19.416667	0	0	0	0	126	107	0	0	0	0	0	0	0
PRH1-TAS2R14	19.416667	0	0	0	0	102	131	0	0	0	0	0	0	0
PCMT1	19.416667	0	0	0	0	85	148	0	0	0	0	0	0	0
KDM1A	19.416667	0	0	0	0	123	110	0	0	0	0	0	0	0
GRB14	19.416667	0	0	0	0	65	168	0	0	0	0	0	0	0
ENTPD6	19.416667	0	0	0	0	127	106	0	0	0	0	0	0	0
EMC8	19.416667	0	0	0	0	110	123	0	0	0	0	0	0	0
DCBLD2	19.416667	0	0	0	0	123	110	0	0	0	0	0	0	0
COX4I1	19.416667	0	0	0	0	110	123	0	0	0	0	0	0	0
CLGN	19.416667	0	0	0	0	66	167	0	0	0	0	0	0	0
ALDOA	19.416667	0	0	0	0	95	138	0	0	0	0	0	0	0
WDR53	19.333333	0	0	0	0	89	143	0	0	0	0	0	0	0
TUFT1	19.333333	0	0	0	0	110	122	0	0	0	0	0	0	0
PDS5A	19.333333	0	0	0	0	149	83	0	0	0	0	0	0	0
MEIS1	19.333333	0	0	0	0	118	114	0	0	0	0	0	0	0
GPHN	19.333333	0	0	0	0	109	123	0	0	0	0	0	0	0
FBXO45	19.333333	0	0	0	0	89	143	0	0	0	0	0	0	0
ELF2	19.333333	0	0	0	0	109	123	0	0	0	0	0	0	0
CDKN2C	19.333333	0	0	0	0	144	88	0	0	0	0	0	0	0
C2orf69	19.333333	0	0	0	0	0	232	0	0	0	0	0	0	0
C18orf32	19.333333	0	0	0	0	80	152	0	0	0	0	0	0	0
AGA	19.333333	0	0	0	0	114	118	0	0	0	0	0	0	0
UBN2	19.250000	0	0	0	0	89	142	0	0	0	0	0	0	0
TMEM101	19.250000	0	0	0	0	103	128	0	0	0	0	0	0	0
TBC1D32	19.250000	0	0	0	0	67	164	0	0	0	0	0	0	0
SMAD2	19.250000	0	0	0	0	0	231	0	0	0	0	0	0	0
SCAF8	19.250000	0	0	0	0	95	136	0	0	0	0	0	0	0
RFXANK	19.250000	0	0	0	0	115	116	0	0	0	0	0	0	0
PIAS4	19.250000	0	0	0	0	107	124	0	0	0	0	0	0	0
PDXDC1	19.250000	0	0	0	0	119	112	0	0	0	0	0	0	0
MDC1	19.250000	0	0	0	0	131	100	0	0	0	0	0	0	0
ING5	19.250000	0	0	0	0	123	108	0	0	0	0	0	0	0
H2BC8	19.250000	0	0	0	0	105	126	0	0	0	0	0	0	0
H2AC8	19.250000	0	0	0	0	105	126	0	0	0	0	0	0	0
GTF3C6	19.250000	0	0	0	0	82	149	0	0	0	0	0	0	0
GOLGA5	19.250000	0	0	0	0	119	112	0	0	0	0	0	0	0
EPHA4	19.250000	0	0	0	0	94	137	0	0	0	0	0	0	0
DENND6A	19.250000	0	0	0	0	136	95	0	0	0	0	0	0	0
DDAH2	19.250000	0	0	0	0	0	0	0	231	0	0	0	0	0
C3orf33	19.250000	0	0	0	0	119	112	0	0	0	0	0	0	0
BORCS8	19.250000	0	0	0	0	115	116	0	0	0	0	0	0	0
AHCYL1	19.250000	0	0	0	0	139	92	0	0	0	0	0	0	0
ZFP69B	19.166667	0	0	0	0	118	112	0	0	0	0	0	0	0
USP15	19.166667	0	0	0	0	82	148	0	0	0	0	0	0	0
TRIM52	19.166667	0	0	0	0	113	117	0	0	0	0	0	0	0
PIGF	19.166667	0	0	0	0	0	230	0	0	0	0	0	0	0
PDK1	19.166667	0	0	0	0	96	134	0	0	0	0	0	0	0
NXF1	19.166667	0	0	0	0	131	99	0	0	0	0	0	0	0
NGDN	19.166667	0	0	0	0	110	120	0	0	0	0	0	0	0
MCM9	19.166667	0	0	0	0	0	230	0	0	0	0	0	0	0
KIAA0895	19.166667	0	0	0	0	69	161	0	0	0	0	0	0	0
KBTBD3	19.166667	0	0	0	0	88	142	0	0	0	0	0	0	0
CUL5	19.166667	0	0	0	0	94	136	0	0	0	0	0	0	0
CRIPT	19.166667	0	0	0	0	0	230	0	0	0	0	0	0	0
CCDC91	19.166667	0	0	0	0	113	117	0	0	0	0	0	0	0
CCDC125	19.166667	0	0	0	0	102	128	0	0	0	0	0	0	0
AASDHPPT	19.166667	0	0	0	0	88	142	0	0	0	0	0	0	0
ZNF609	19.083333	0	0	0	0	99	130	0	0	0	0	0	0	0
WFDC3	19.083333	0	0	0	0	118	111	0	0	0	0	0	0	0
TBC1D7-LOC100130357	19.083333	0	0	0	0	74	155	0	0	0	0	0	0	0
TBC1D7	19.083333	0	0	0	0	74	155	0	0	0	0	0	0	0
SNRNP200	19.083333	0	0	0	0	94	135	0	0	0	0	0	0	0
PSMG4	19.083333	0	0	0	0	85	144	0	0	0	0	0	0	0
PRR3	19.083333	0	0	0	0	101	128	0	0	0	0	0	0	0
POLR3G	19.083333	0	0	0	0	129	100	0	0	0	0	0	0	0
PARK7	19.083333	0	0	0	0	102	127	0	0	0	0	0	0	0
OPRM1	19.083333	0	0	0	0	0	229	0	0	0	0	0	0	0
NDUFAF1	19.083333	0	0	0	0	156	73	0	0	0	0	0	0	0
MRPS30	19.083333	0	0	0	0	133	96	0	0	0	0	0	0	0
MBLAC2	19.083333	0	0	0	0	129	100	0	0	0	0	0	0	0
GNL1	19.083333	0	0	0	0	101	128	0	0	0	0	0	0	0
FARP2	19.083333	0	0	0	0	144	85	0	0	0	0	0	0	0
DUSP28	19.083333	0	0	0	0	95	134	0	0	0	0	0	0	0
DNTTIP1	19.083333	0	0	0	0	118	111	0	0	0	0	0	0	0
CRLS1	19.083333	0	0	0	0	93	136	0	0	0	0	0	0	0
C6orf89	19.083333	0	0	0	0	71	158	0	0	0	0	0	0	0
ARL1	19.083333	0	0	0	0	85	144	0	0	0	0	0	0	0
ARHGAP19	19.083333	0	0	0	0	101	128	0	0	0	0	0	0	0
ANKRD18A	19.083333	0	0	0	0	101	128	0	0	0	0	0	0	0
ANKMY1	19.083333	0	0	0	0	95	134	0	0	0	0	0	0	0
TIGD6	19.000000	0	0	0	0	145	83	0	0	0	0	0	0	0
STMP1	19.000000	0	0	0	0	116	112	0	0	0	0	0	0	0
PPT1	19.000000	0	0	0	0	120	108	0	0	0	0	0	0	0
NRF1	19.000000	0	0	0	0	124	104	0	0	0	0	0	0	0
NOL8	19.000000	0	0	0	0	93	135	0	0	0	0	0	0	0
KCTD13	19.000000	0	0	0	0	70	158	0	0	0	0	0	0	0
KAT5	19.000000	0	0	0	0	146	82	0	0	0	0	0	0	0
INO80B	19.000000	0	0	0	0	122	106	0	0	0	0	0	0	0
